time,50km/S1/100mh/200ohm,50km/S1/100mh/5ohm,50km/S1/160mh/0.01ohm,50km/S1/160mh/200ohm,50km/S1/160mh/25ohm,50km/S1/160mh/5ohm,50km/S1/40mh/200ohm,550km/S1/100mh/5ohm,550km/S1/160mh/0.01ohm,550km/S1/160mh/200ohm,550km/S1/160mh/25ohm,550km/S1/160mh/5ohm,700km/S1/160mh/0.01ohm,700km/S1/160mh/200ohm,700km/S1/160mh/25ohm,700km/S1/160mh/5ohm
2.578,0.243442309187,0.126388440609,-0.00748446407528,0.242401076169,0.246064139556,0.116109533808,0.242401076169,0.237211949283,0.1921349472,0.262611418446,0.254309033412,0.20619655283,0.263774702477,0.269735011018,0.257532338708,0.256892852216
2.579,0.244075404199,0.140479725398,-0.0112258763467,0.243895159047,0.247282460723,0.11220257873,0.243895159047,0.249457232443,0.21035691088,0.263761428209,0.258305016316,0.220306760404,0.290923780131,0.270552238711,0.261042056736,0.268685397106
2.58,0.244452406424,0.159560427986,-0.0067542786181,0.244736664852,0.247563081222,0.112421553253,0.244736664852,0.260342646492,0.228268017853,0.26379416522,0.261891633504,0.234223421415,0.322127929199,0.270217739565,0.262969586618,0.27924150373
2.581,0.244383504405,0.171521388783,0.00545569215664,0.244916900437,0.246916100057,0.120047155417,0.244916900437,0.267816135178,0.249570601426,0.262218744788,0.264908684823,0.248693054115,0.34602979634,0.268980758085,0.263636540529,0.288873645233
2.582,0.244881375417,0.178738529174,0.0293393746069,0.245352257737,0.24646700868,0.131737735054,0.245352257737,0.273208595006,0.268571875879,0.261000274375,0.266931602294,0.260300017855,0.358144967707,0.268080850843,0.264216667777,0.297912481491
2.583,0.245543399727,0.186279548333,0.0619428327029,0.24577814665,0.246720916019,0.143315251999,0.24577814665,0.277446548001,0.287663499715,0.259918870969,0.268039908583,0.268936653728,0.361767751175,0.26690771362,0.265103900424,0.303707900753
2.584,0.245959957875,0.194966436034,0.0933169666325,0.246430808193,0.247622849103,0.157511298095,0.246430808193,0.279447332104,0.303421520523,0.25868884188,0.267698401559,0.274286754059,0.357688294382,0.264983885038,0.265725130245,0.304148231328
2.585,0.247510771555,0.207182187463,0.131230590965,0.247528734347,0.248661184272,0.180151650215,0.247528734347,0.279245449155,0.311007460887,0.25801432557,0.265793466692,0.277410399563,0.343504310772,0.2630110802,0.264979644309,0.2988209703
2.586,0.248892448345,0.217331158912,0.16443297028,0.248817992991,0.250106516559,0.195129304942,0.248817992991,0.276527560015,0.314410544227,0.257759138617,0.264146718787,0.279100974979,0.323875447404,0.262511228846,0.263723409705,0.291818610237
2.587,0.248922416334,0.22577303928,0.187871823725,0.249029177305,0.252280216348,0.204311498878,0.249029177305,0.273775640917,0.313863431647,0.25762050981,0.261620913712,0.279967468042,0.306214263566,0.26234999913,0.262062411096,0.284124341885
2.588,0.249505272164,0.233931068045,0.204368822763,0.24917224777,0.255131728759,0.212729851425,0.24917224777,0.271312581235,0.312998481194,0.257668370596,0.258564424225,0.279615756855,0.290175976086,0.262624506433,0.259491511604,0.277883505208
2.589,0.250559868394,0.240682743861,0.214399291861,0.249508045224,0.259319610813,0.222771786436,0.249508045224,0.268870721047,0.313920599363,0.25707211577,0.255483596569,0.277226696954,0.276409408086,0.261712653596,0.256159153033,0.272885756023
2.59,0.251587206014,0.248873185838,0.227289852661,0.250304724911,0.264273682594,0.231967306757,0.250304724911,0.267064166254,0.313310253331,0.257380004502,0.253188293557,0.274554632616,0.267927079401,0.261758200438,0.253502906352,0.268606428626
2.591,0.25351466549,0.257716552706,0.23905137934,0.25185277733,0.270089638755,0.241796455238,0.25185277733,0.266393096456,0.308350488218,0.257601824371,0.251503565584,0.272685543556,0.264287304597,0.26196844185,0.251227999916,0.264251007243
2.592,0.254836006509,0.265008618968,0.25057025091,0.253215334401,0.275800649854,0.25131490565,0.253215334401,0.266561051306,0.301757854091,0.257649979545,0.250199712346,0.271237380998,0.257769092305,0.260831434058,0.249498154032,0.259317974673
2.593,0.256467772723,0.271321595361,0.262190816533,0.254779193736,0.281804723445,0.260072927534,0.254779193736,0.267395422865,0.297444260651,0.257777326705,0.250565150354,0.27116491225,0.251444710958,0.260432880941,0.248974187301,0.255027036312
2.594,0.25809998751,0.27613532375,0.274520825198,0.256285749575,0.287926684522,0.268771609733,0.256285749575,0.268243405172,0.296726883036,0.258299504173,0.252035874964,0.273069199176,0.245202842974,0.260156775678,0.249368569022,0.252160458575
2.595,0.258318811414,0.278917816211,0.290032763887,0.257283623491,0.29263743273,0.277329688964,0.257283623491,0.267282715972,0.294817083364,0.258206789841,0.253205389953,0.274786492871,0.238399859349,0.259831501488,0.249609515729,0.250159246509
2.596,0.259384336639,0.281629963344,0.313545023073,0.258329825495,0.296133792298,0.284687810355,0.258329825495,0.267709166177,0.294144917393,0.258930516448,0.255645218469,0.274778503286,0.233431094336,0.260053018466,0.250563546199,0.250046082802
2.597,0.259749075072,0.283915942594,0.341949003014,0.259550681881,0.299378948924,0.291294944823,0.259550681881,0.268451203136,0.290944593863,0.259615886592,0.25759944378,0.274472374815,0.233134936548,0.260576181658,0.251532705953,0.252071189379
2.598,0.259875841411,0.284759993326,0.369862210756,0.259327718729,0.300943962035,0.295632978222,0.259327718729,0.268006312256,0.287336113703,0.259837461923,0.259406884159,0.274020982695,0.236350509716,0.260667432286,0.252295117912,0.255004189883
2.599,0.260128710385,0.285843855918,0.391876697953,0.259556505828,0.301420437111,0.298273271091,0.259556505828,0.268007591884,0.286577484165,0.259719713155,0.260254863446,0.274004546802,0.243033576616,0.260199787679,0.253130994894,0.259112763368
2.6,0.259718481119,0.285792645738,0.402147964338,0.259962368872,0.300965574625,0.299307532964,0.259962368872,0.266423516417,0.286640551941,0.25992608242,0.261176661378,0.272389228057,0.249990547093,0.259817096605,0.25410965553,0.262409979972
2.601,0.259296012779,0.285321255144,0.408227881506,0.259171651702,0.300439134364,0.298966607217,0.259171651702,0.264090762519,0.287715594541,0.259721691002,0.261307784579,0.271042335435,0.255671941591,0.258362135105,0.254223680612,0.264445831813
